"Nom","Type","Niveau","Rareté","Prix","Page AoN","Prix vérifié AoN","Prix vérifié (pc)","Fiche AoN vérifiée","Nom AoN retenu","Livre AoN","Édition retenue","Niveau AoN","Date vérification"
"Prey Mutagen (Greater)","Élixir","11","Rare","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=2672&NoRedirect=1","Prey Mutagen (Greater)","Pathfinder #194: Cult of the Cave Worm pg. 79","source_unique","11","2026-09-12"
"Quicksilver Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=97&NoRedirect=1","Quicksilver Mutagen (Greater)","Core Rulebook pg. 549","legacy","11","2026-09-12"
"Sanguine Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=4497&NoRedirect=1","Sanguine Mutagen (Greater)","Treasure Vault pg. 60","legacy","11","2026-09-12"
"Serene Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=100&NoRedirect=1","Serene Mutagen (Greater)","Core Rulebook pg. 549","legacy","11","2026-09-12"
"Silvertongue Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=101&NoRedirect=1","Silvertongue Mutagen (Greater)","Core Rulebook pg. 550","legacy","11","2026-09-12"
"Sixfingers Elixir (Moderate)","Élixir","11","Uncommon","250 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","250 gp","25000","https://2e.aonprd.com/Equipment.aspx?ID=791&NoRedirect=1","Sixfingers Elixir (Moderate)","The Slithering pg. 61","source_unique","11","2026-09-12"
"Skeptic's Elixir (Greater)","Élixir","11","Uncommon","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=917&NoRedirect=1","Skeptic's Elixir (Greater)","Pathfinder #163: Ruins of Gauntlight pg. 78","source_unique","11","2026-09-12"
"Theatrical Mutagen (Greater)","Élixir","11","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=1968&NoRedirect=1","Theatrical Mutagen (Greater)","Treasure Vault (Remastered) pg. 61","remaster_sans_tarif_legacy","11","2026-09-12"
"Viperous Elixir (Greater)","Élixir","11","Common","225 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","225 gp","22500","https://2e.aonprd.com/Equipment.aspx?ID=3238&NoRedirect=1","Viperous Elixir (Greater)","Howl of the Wild pg. 111","remaster_sans_tarif_legacy","11","2026-09-12"
"Applereed Mutagen (Moderate)","Élixir","12","Rare","400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","400 gp","40000","https://2e.aonprd.com/Equipment.aspx?ID=783&NoRedirect=1","Applereed Mutagen (Moderate)","Legends pg. 86","source_unique","12","2026-09-12"
"Blood Sight Elixir (Major)","Élixir","12","Uncommon","350 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","350 gp","35000","https://2e.aonprd.com/Equipment.aspx?ID=3490&NoRedirect=1","Blood Sight Elixir (Major)","Prey for Death pg. 102","remaster_sans_tarif_legacy","12","2026-09-12"
"Bottled Catharsis (Greater)","Élixir","12","Common","325 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","325 gp","32500","https://2e.aonprd.com/Equipment.aspx?ID=689&NoRedirect=1","Focus Cathartic (Greater)","Advanced Player's Guide pg. 254","legacy","12","2026-09-12"
"Cooling Elixir (Moderate)","Élixir","12","Common","320 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","320 gp","32000","https://2e.aonprd.com/Equipment.aspx?ID=98&NoRedirect=1","Salamander Elixir (Moderate)","Core Rulebook pg. 549","legacy","12","2026-09-12"
"Sea Touch Elixir (Moderate)","Élixir","12","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=99&NoRedirect=1","Sea Touch Elixir (Moderate)","Core Rulebook pg. 549","legacy","12","2026-09-12"
"Stone Body Mutagen (Moderate)","Élixir","12","Common","300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","300 gp","30000","https://2e.aonprd.com/Equipment.aspx?ID=4500&NoRedirect=1","Stone Body Mutagen (Moderate)","Treasure Vault pg. 61","legacy","12","2026-09-12"
"Surging Serum (Greater)","Élixir","12","Common","325 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","325 gp","32500","https://2e.aonprd.com/Equipment.aspx?ID=691&NoRedirect=1","Sinew-Shock Serum (Greater)","Advanced Player's Guide pg. 254","legacy","12","2026-09-12"
"Vaccine (Greater)","Élixir","12","Common","400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","400 gp","40000","https://2e.aonprd.com/Equipment.aspx?ID=4502&NoRedirect=1","Vaccine (Greater)","Treasure Vault pg. 61","legacy","12","2026-09-12"
"Witchwarg Elixir (Moderate)","Élixir","12","Common","320 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","320 gp","32000","https://2e.aonprd.com/Equipment.aspx?ID=103&NoRedirect=1","Winter Wolf Elixir (Moderate)","Core Rulebook pg. 550","legacy","12","2026-09-12"
"Elixir of Life (Greater)","Élixir","13","Common","600 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","600 gp","60000","https://2e.aonprd.com/Equipment.aspx?ID=91&NoRedirect=1","Elixir of Life (Greater)","Core Rulebook pg. 548","legacy","13","2026-09-12"
"Numbing Tonic (Greater)","Élixir","13","Common","600 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","600 gp","60000","https://2e.aonprd.com/Equipment.aspx?ID=4496&NoRedirect=1","Numbing Tonic (Greater)","Treasure Vault pg. 60","legacy","13","2026-09-12"
"Addiction Suppressant (Major)","Élixir","14","Rare","500 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","500 gp","50000","https://2e.aonprd.com/Equipment.aspx?ID=4489&NoRedirect=1","Addiction Suppressant (Major)","Treasure Vault pg. 58","legacy","14","2026-09-12"
"Affliction Suppressant (Major)","Élixir","14","Common","675 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","500 gp","50000","https://2e.aonprd.com/Equipment.aspx?ID=4489&NoRedirect=1","Addiction Suppressant (Major)","Treasure Vault pg. 58","legacy","14","2026-09-12"
"Antidote (Major)","Élixir","14","Common","675 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","675 gp","67500","https://2e.aonprd.com/Equipment.aspx?ID=80&NoRedirect=1","Antidote (Major)","Core Rulebook pg. 546","legacy","14","2026-09-12"
"Antiplague (Major)","Élixir","14","Common","675 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","675 gp","67500","https://2e.aonprd.com/Equipment.aspx?ID=81&NoRedirect=1","Antiplague (Major)","Core Rulebook pg. 546","legacy","14","2026-09-12"
"Bomber's Eye Elixir (Greater)","Élixir","14","Common","700 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","700 gp","70000","https://2e.aonprd.com/Equipment.aspx?ID=83&NoRedirect=1","Bomber's Eye Elixir (Greater)","Core Rulebook pg. 547","legacy","14","2026-09-12"
"Chromatic Jellyfish Oil (Moderate)","Élixir","14","Common","800 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","800 gp","80000","https://2e.aonprd.com/Equipment.aspx?ID=4492&NoRedirect=1","Chromatic Jellyfish Oil (Moderate)","Treasure Vault pg. 59","legacy","14","2026-09-12"
"Malleable Mixture (Greater)","Élixir","14","Uncommon","750 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","750 gp","75000","https://2e.aonprd.com/Equipment.aspx?ID=1263&NoRedirect=1","Malleable Mixture (Greater)","Grand Bazaar pg. 19","source_unique","14","2026-09-12"
"Winterstep Elixir (Greater)","Élixir","14","Uncommon","640 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","640 gp","64000","https://2e.aonprd.com/Equipment.aspx?ID=1518&NoRedirect=1","Winterstep Elixir (Greater)","Pathfinder #176: Lost Mammoth Valley pg. 79","source_unique","14","2026-09-12"
"Elixir of Life (Major)","Élixir","15","Common","1,300 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","1,300 gp","130000","https://2e.aonprd.com/Equipment.aspx?ID=91&NoRedirect=1","Elixir of Life (Major)","Core Rulebook pg. 548","legacy","15","2026-09-12"
"Major Elixir of the Peaks","Élixir","15","Rare","120 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","120 gp","12000","https://2e.aonprd.com/Equipment.aspx?ID=4042&NoRedirect=1","Major Elixir of the Peaks","Pathfinder #219: Lord of the Trinity Star pg. 69","source_unique","15","2026-09-12"
"Sea Touch Elixir (Greater)","Élixir","15","Common","920 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","920 gp","92000","https://2e.aonprd.com/Equipment.aspx?ID=99&NoRedirect=1","Sea Touch Elixir (Greater)","Core Rulebook pg. 549","legacy","15","2026-09-12"
"Stone Body Mutagen (Greater)","Élixir","15","Common","920 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","920 gp","92000","https://2e.aonprd.com/Equipment.aspx?ID=4500&NoRedirect=1","Stone Body Mutagen (Greater)","Treasure Vault pg. 61","legacy","15","2026-09-12"
"Apricot of Bestial Might","Élixir","16","Uncommon","2,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","2,000 gp","200000","https://2e.aonprd.com/Equipment.aspx?ID=947&NoRedirect=1","Apricot of Bestial Might","Pathfinder #167: Ready? Fight! pg. 74","source_unique","16","2026-09-12"
"Cooling Elixir (Greater)","Élixir","16","Common","1,400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","1,400 gp","140000","https://2e.aonprd.com/Equipment.aspx?ID=98&NoRedirect=1","Salamander Elixir (Greater)","Core Rulebook pg. 549","legacy","16","2026-09-12"
"Eagle-Eye Elixir (Major)","Élixir","16","Common","2,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","2,000 gp","200000","https://2e.aonprd.com/Equipment.aspx?ID=90&NoRedirect=1","Eagle-Eye Elixir (Major)","Core Rulebook pg. 548","legacy","16","2026-09-12"
"Numbing Tonic (Major)","Élixir","16","Common","1,400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","1,400 gp","140000","https://2e.aonprd.com/Equipment.aspx?ID=4496&NoRedirect=1","Numbing Tonic (Major)","Treasure Vault pg. 60","legacy","16","2026-09-12"
"Witchwarg Elixir (Greater)","Élixir","16","Common","1,400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","1,400 gp","140000","https://2e.aonprd.com/Equipment.aspx?ID=103&NoRedirect=1","Winter Wolf Elixir (Greater)","Core Rulebook pg. 550","legacy","16","2026-09-12"
"Bendy-Arm Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=4491&NoRedirect=1","Choker-Arm Mutagen (Major)","Treasure Vault pg. 59","legacy","17","2026-09-12"
"Bestial Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=82&NoRedirect=1","Bestial Mutagen (Major)","Core Rulebook pg. 546","legacy","17","2026-09-12"
"Cognitive Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=87&NoRedirect=1","Cognitive Mutagen (Major)","Core Rulebook pg. 547","legacy","17","2026-09-12"
"Deadweight Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=4494&NoRedirect=1","Deadweight Mutagen (Major)","Treasure Vault pg. 60","legacy","17","2026-09-12"
"Drakeheart Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=688&NoRedirect=1","Drakeheart Mutagen (Major)","Advanced Player's Guide pg. 253","legacy","17","2026-09-12"
"Energy Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=4495&NoRedirect=1","Energy Mutagen (Major)","Treasure Vault pg. 60","legacy","17","2026-09-12"
"Juggernaut Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=94&NoRedirect=1","Juggernaut Mutagen (Major)","Core Rulebook pg. 548","legacy","17","2026-09-12"
"Prey Mutagen (Major)","Élixir","17","Rare","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=2672&NoRedirect=1","Prey Mutagen (Major)","Pathfinder #194: Cult of the Cave Worm pg. 79","source_unique","17","2026-09-12"
"Quicksilver Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=97&NoRedirect=1","Quicksilver Mutagen (Major)","Core Rulebook pg. 549","legacy","17","2026-09-12"
"Serene Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=100&NoRedirect=1","Serene Mutagen (Major)","Core Rulebook pg. 549","legacy","17","2026-09-12"
"Silvertongue Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=101&NoRedirect=1","Silvertongue Mutagen (Major)","Core Rulebook pg. 550","legacy","17","2026-09-12"
"Sixfingers Elixir (Greater)","Élixir","17","Uncommon","2,500 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","2,500 gp","250000","https://2e.aonprd.com/Equipment.aspx?ID=791&NoRedirect=1","Sixfingers Elixir (Greater)","The Slithering pg. 61","source_unique","17","2026-09-12"
"Soothing Tonic (Major)","Élixir","17","Common","2,700 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","2,700 gp","270000","https://2e.aonprd.com/Equipment.aspx?ID=4498&NoRedirect=1","Soothing Tonic (Major)","Treasure Vault pg. 60","legacy","17","2026-09-12"
"Spiderfoot Brew (Greater)","Élixir","17","Common","2,500 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","2,500 gp","250000","https://2e.aonprd.com/Equipment.aspx?ID=4499&NoRedirect=1","Spiderfoot Brew (Greater)","Treasure Vault pg. 61","legacy","17","2026-09-12"
"Theatrical Mutagen (Major)","Élixir","17","Common","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=4501&NoRedirect=1","Theatrical Mutagen (Major)","Treasure Vault pg. 61","legacy","17","2026-09-12"
"War Blood Mutagen (Major)","Élixir","17","Uncommon","3,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,000 gp","300000","https://2e.aonprd.com/Equipment.aspx?ID=1549&NoRedirect=1","War Blood Mutagen (Major)","Pathfinder #178: Punks in a Powderkeg pg. 77","source_unique","17","2026-09-12"
"Applereed Mutagen (Greater)","Élixir","18","Rare","5,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","5,000 gp","500000","https://2e.aonprd.com/Equipment.aspx?ID=783&NoRedirect=1","Applereed Mutagen (Greater)","Legends pg. 86","source_unique","18","2026-09-12"
"Blood Booster (Greater)","Élixir","18","Common","3,400 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,400 gp","340000","https://2e.aonprd.com/Equipment.aspx?ID=4490&NoRedirect=1","Blood Booster (Greater)","Treasure Vault pg. 59","legacy","18","2026-09-12"
"Bottled Catharsis (Major)","Élixir","18","Common","3,250 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,250 gp","325000","https://2e.aonprd.com/Equipment.aspx?ID=689&NoRedirect=1","Focus Cathartic (Major)","Advanced Player's Guide pg. 254","legacy","18","2026-09-12"
"Surging Serum (Major)","Élixir","18","Common","3,250 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","3,250 gp","325000","https://2e.aonprd.com/Equipment.aspx?ID=691&NoRedirect=1","Sinew-Shock Serum (Major)","Advanced Player's Guide pg. 254","legacy","18","2026-09-12"
"Vaccine (Major)","Élixir","18","Common","5,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","5,000 gp","500000","https://2e.aonprd.com/Equipment.aspx?ID=4502&NoRedirect=1","Vaccine (Major)","Treasure Vault pg. 61","legacy","18","2026-09-12"
"Chromatic Jellyfish Oil (Greater)","Élixir","19","Common","5,200 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","5,200 gp","520000","https://2e.aonprd.com/Equipment.aspx?ID=4492&NoRedirect=1","Chromatic Jellyfish Oil (Greater)","Treasure Vault pg. 59","legacy","19","2026-09-12"
"Contagion Metabolizer (Greater)","Élixir","19","Common","8,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","8,000 gp","800000","https://2e.aonprd.com/Equipment.aspx?ID=4493&NoRedirect=1","Contagion Metabolizer (Greater)","Treasure Vault pg. 59","legacy","19","2026-09-12"
"Elixir of Life (True)","Élixir","19","Common","8,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","8,000 gp","800000","https://2e.aonprd.com/Equipment.aspx?ID=91&NoRedirect=1","Elixir of Life (True)","Core Rulebook pg. 548","legacy","19","2026-09-12"
"Numbing Tonic (True)","Élixir","19","Common","8,000 gp","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","8,000 gp","800000","https://2e.aonprd.com/Equipment.aspx?ID=4496&NoRedirect=1","Numbing Tonic (True)","Treasure Vault pg. 60","legacy","19","2026-09-12"
"Elixir of Rejuvenation","Élixir","20","Uncommon","","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","","","https://2e.aonprd.com/Equipment.aspx?ID=92&NoRedirect=1","Elixir of Rejuvenation","Core Rulebook pg. 548","legacy","20","2026-09-12"
"Sun Orchid Elixir","Élixir","20","Rare","","https://2e.aonprd.com/Equipment.aspx?Category=6&Subcategory=8","","","https://2e.aonprd.com/Equipment.aspx?ID=497&NoRedirect=1","Sun Orchid Elixir","World Guide pg. 55","source_unique","20","2026-09-12"

